qac_root_norm	qac_total_occurrences	matched_occurrences	mapping_status	dominant_frozen_root_norm	dominant_furuq_root_id	dominant_furuq_root_norm	dominant_furuq_source_root_norm	dominant_resolution	dominant_occurrences	targets	status_counts	sample_refs	sample_surfaces
ر ب و	20	12	split	ر ب و	root_000537	ر ب و	ر ب و	source_root_norm	10	ر ب و=>root_000537=>ر ب و=>ر ب و=>source_root_norm:10|ر ب ب=>root_000532=>ر ب ب=>ر ب ب=>source_root_norm:2	same_word_root_diff:2|same_word_same_root:10	2:265:17|2:276:5|13:17:14|16:92:20|17:24:15|23:50:11|30:39:5|30:39:7	رَبْوَةٍ|يُرْبِى|رَّابِيًۭا|أَرْبَى|رَبَّيَانِى|رَبْوَةٍۢ|رِبًۭا|يَرْبُوَا۟
ر ت ع	1	1	unique	ر ت ع	root_000538	ر ت ع	ر ت ع	source_root_norm	1	ر ت ع=>root_000538=>ر ت ع=>ر ت ع=>source_root_norm:1	same_word_same_root:1	12:12:4	يَرْتَعْ
ر ت ق	1	1	unique	ر ت ق	root_000539	ر ت ق	ر ت ق	source_root_norm	1	ر ت ق=>root_000539=>ر ت ق=>ر ت ق=>source_root_norm:1	same_word_same_root:1	21:30:11	رَتْقًا
ر ت ل	4	4	unique	ر ت ل	root_000540	ر ت ل	ر ت ل	source_root_norm	4	ر ت ل=>root_000540=>ر ت ل=>ر ت ل=>source_root_norm:4	same_word_same_root:4	25:32:18|25:32:19|73:4:5|73:4:7	رَتَّلْنَٰهُ|تَرْتِيلًا|رَتِّلِ
ر ج ج	2	2	unique	ر ج ج	root_000541	ر ج ج	ر ج ج	source_root_norm	2	ر ج ج=>root_000541=>ر ج ج=>ر ج ج=>source_root_norm:2	same_word_same_root:2	56:4:2|56:4:4	رُجَّتِ|رَجًّا
ر ج ز	10	10	unique	ر ج ز	root_000542	ر ج ز	ر ج ز	source_root_norm	10	ر ج ز=>root_000542=>ر ج ز=>ر ج ز=>source_root_norm:10	same_word_same_root:10	2:59:16|7:134:5|7:134:20|7:135:5|7:162:15|8:11:18|29:34:7|34:5:12	رِجْزًۭا|ٱلرِّجْزُ|ٱلرِّجْزَ|رِجْزًا|رِجْزَ|رِّجْزٍ|ٱلرُّجْزَ
ر ج س	10	6	unique	ر ج س	root_000543	ر ج س	ر ج س	source_root_norm	6	ر ج س=>root_000543=>ر ج س=>ر ج س=>source_root_norm:6	same_word_same_root:6	5:90:13|6:145:24|7:71:7|9:95:15|9:125:9|9:125:11	رِجْسٌۭ|رِجْسٌ|رِجْسًا|رِجْسِهِمْ
ر ج ع	104	102	unique	ر ج ع	root_000544	ر ج ع	ر ج ع	source_root_norm	102	ر ج ع=>root_000544=>ر ج ع=>ر ج ع=>source_root_norm:102	same_word_same_root:102	2:18:7|2:28:16|2:156:12|2:196:70|2:210:19|2:245:20|2:281:4|3:55:28	يَرْجِعُونَ|تُرْجَعُونَ|رَٰجِعُونَ|رَجَعْتُمْ|تُرْجَعُ|مَرْجِعُكُمْ|يُرْجَعُونَ|مَّرْجِعُهُمْ
ر ج ف	8	2	unique	ر ج ف	root_000545	ر ج ف	ر ج ف	source_root_norm	2	ر ج ف=>root_000545=>ر ج ف=>ر ج ف=>source_root_norm:2	same_word_same_root:2	73:14:2|79:6:2	تَرْجُفُ
ر ج ل	73	73	unique	ر ج ل	root_000546	ر ج ل	ر ج ل	source_root_norm	73	ر ج ل=>root_000546=>ر ج ل=>ر ج ل=>source_root_norm:73	same_word_same_root:73	2:228:48|2:239:5|2:282:75|2:282:80|2:282:82|4:1:18|4:7:2|4:12:63	ٱلرِّجَالِ|رِجَالًا|رِّجَالِكُمْ|رَجُلَيْنِ|رَجُلٌۭ|رِجَالًۭا|الرِّجَالِ|رَجُلٌ
ر ج م	14	13	unique	ر ج م	root_000547	ر ج م	ر ج م	source_root_norm	13	ر ج م=>root_000547=>ر ج م=>ر ج م=>source_root_norm:13	same_word_same_root:13	3:36:32|11:91:19|15:17:6|15:34:7|16:98:11|18:20:5|18:22:10|19:46:13	ٱلرَّجِيمِ|رَجَمْنَاكَ|رَجِيمٍ|رَجِيمٌۭ|يَرْجُمُوكُمْ|رَجْمًا|أَرْجُمَنَّكَ|نَرْجُمَنَّكُمْ
ر ج و	28	6	split	ر ج و	root_000548	ر ج و	ر ج و	source_root_norm	5	ر ج و=>root_000548=>ر ج و=>ر ج و=>source_root_norm:5|م ر ج=>root_001411=>م ر ج=>م ر ج=>source_root_norm:1	same_word_root_diff:1|same_word_same_root:5	9:106:3|11:62:7|33:21:13|33:51:1|39:9:12|69:17:4	مُرْجَوْنَ|مَرْجُوًّا|يَرْجُوا۟|تُرْجِى|أَرْجَآئِهَا
ر ح ب	4	4	unique	ر ح ب	root_000549	ر ح ب	ر ح ب	source_root_norm	4	ر ح ب=>root_000549=>ر ح ب=>ر ح ب=>source_root_norm:4	same_word_same_root:4	9:25:25|9:118:13|38:59:6|38:60:5	رَحُبَتْ|مَرْحَبًۢا
ر ح ق	1	1	unique	ر ح ق	root_000550	ر ح ق	ر ح ق	source_root_norm	1	ر ح ق=>root_000550=>ر ح ق=>ر ح ق=>source_root_norm:1	same_word_same_root:1	83:25:3	رَّحِيقٍۢ
ر ح ل	4	4	unique	ر ح ل	root_000551	ر ح ل	ر ح ل	source_root_norm	4	ر ح ل=>root_000551=>ر ح ل=>ر ح ل=>source_root_norm:4	same_word_same_root:4	12:62:8|12:70:9|12:75:6|106:2:2	رِحَالِهِمْ|رَحْلِ|رَحْلِهِ|رِحْلَةَ
ر ح م	339	292	unique	ر ح م	root_000552	ر ح م	ر ح م	source_root_norm	292	ر ح م=>root_000552=>ر ح م=>ر ح م=>source_root_norm:292	same_word_same_root:292	1:1:4|1:1:5|1:3:1|1:3:2|2:37:13|2:54:33|2:128:21|2:143:57	ٱلرَّحْمَٰنِ|ٱلرَّحِيمِ|ٱلرَّحِيمُ|رَحِيمٌ|رَحْمَةٌۭ|ٱلرَّحْمَٰنُ|رَحْمَتَ|رَّحِيمٌ
ر خ و	1	1	unique	ر خ و	root_000553	ر خ و	ر خ و	source_root_norm	1	ر خ و=>root_000553=>ر خ و=>ر خ و=>source_root_norm:1	same_word_same_root:1	38:36:8	رُخَآءً
ر د ء	1	1	unique	ر د ء	root_000554	ر د ء	ر د أ	root_norm_unique	1	ر د ء=>root_000554=>ر د ء=>ر د أ=>root_norm_unique:1	same_word_same_root:1	28:34:11	رِدْءًۭا
ر د د	59	57	split	ر د د	root_000555	ر د د	ر د د	source_root_norm	52	ر د د=>root_000555=>ر د د=>ر د د=>source_root_norm:52|م ر د=>root_001413=>م ر د=>م ر د=>source_root_norm:5	same_word_root_diff:5|same_word_same_root:52	2:85:52|2:109:7|2:217:39|2:217:46|2:228:32|3:100:12|3:149:9|4:47:19	يُرَدُّونَ|يَرُدُّونَكُمْ|يَرُدُّوكُمْ|يَرْتَدِدْ|رَدِّهِنَّ|نَرُدَّهَا|رُدُّوهُ|رَدُّوهُ
ر د ف	3	2	unique	ر د ف	root_000556	ر د ف	ر د ف	source_root_norm	2	ر د ف=>root_000556=>ر د ف=>ر د ف=>source_root_norm:2	same_word_same_root:2	8:9:13|27:72:5	مُرْدِفِينَ|رَدِفَ
ر د م	1	1	unique	ر د م	root_000557	ر د م	ر د م	source_root_norm	1	ر د م=>root_000557=>ر د م=>ر د م=>source_root_norm:1	same_word_same_root:1	18:95:15	رَدْمًا
ر د ي	6	2	unique	ر د ي	root_000558	ر د ي	ر د ي	source_root_norm	2	ر د ي=>root_000558=>ر د ي=>ر د ي=>source_root_norm:2	same_word_same_root:2	20:16:13|92:11:7	تَرْدَىٰ|تَرَدَّىٰٓ
ر ذ ل	4	4	unique	ر ذ ل	root_000559	ر ذ ل	ر ذ ل	source_root_norm	4	ر ذ ل=>root_000559=>ر ذ ل=>ر ذ ل=>source_root_norm:4	same_word_same_root:4	11:27:20|16:70:11|22:5:56|26:111:6	أَرَاذِلُنَا|أَرْذَلِ|ٱلْأَرْذَلُونَ
ر ز ق	123	118	unique	ر ز ق	root_000560	ر ز ق	ر ز ق	source_root_norm	118	ر ز ق=>root_000560=>ر ز ق=>ر ز ق=>source_root_norm:118	same_word_same_root:118	2:3:10|2:22:19|2:25:17|2:25:21|2:25:25|2:57:15|2:60:28|2:126:11	رَزَقْنَٰهُمْ|رِزْقًۭا|رُزِقُوا۟|رُزِقْنَا|رَزَقْنَٰكُمْ|رِّزْقِ|ٱرْزُقْ|يَرْزُقُ
ر س خ	2	0	no_frozen_rooted_surface_match						0				
ر س س	2	2	unique	ر س س	root_000562	ر س س	ر س س	source_root_norm	2	ر س س=>root_000562=>ر س س=>ر س س=>source_root_norm:2	same_word_same_root:2	25:38:7|50:12:7	ٱلرَّسِّ
ر س ل	513	505	unique	ر س ل	root_000563	ر س ل	ر س ل	source_root_norm	505	ر س ل=>root_000563=>ر س ل=>ر س ل=>source_root_norm:505	same_word_same_root:505	2:87:12|2:87:27|2:98:9|2:101:4|2:108:5|2:119:2|2:129:5|2:143:14	ٱلرُّسُلِ|رَسُولٌ|رُسُلِهِ|رَسُولَكُمْ|أَرْسَلْنَٰكَ|رَسُولًۭا|ٱلرَّسُولُ|ٱلرَّسُولَ
ر س و	14	8	unique	ر س و	root_000564	ر س و	ر س و	source_root_norm	8	ر س و=>root_000564=>ر س و=>ر س و=>source_root_norm:8	same_word_same_root:8	13:3:9|15:19:7|16:15:5|21:31:5|34:13:15|41:10:4|50:7:7|77:27:4	رَوَٰسِىَ|رَّاسِيَٰتٍ
ر ش د	19	17	unique	ر ش د	root_000565	ر ش د	ر ش د	source_root_norm	17	ر ش د=>root_000565=>ر ش د=>ر ش د=>source_root_norm:17	same_word_same_root:17	2:256:7|4:6:12|7:146:23|11:78:31|11:87:22|11:97:14|18:10:18|18:17:40	ٱلرُّشْدُ|رُشْدًۭا|ٱلرُّشْدِ|رَشِيدٌ|ٱلرَّشِيدُ|رَشِيدٍ|رَشَدًا|مُّرْشِدًا
ر ص د	6	6	unique	ر ص د	root_000566	ر ص د	ر ص د	source_root_norm	6	ر ص د=>root_000566=>ر ص د=>ر ص د=>source_root_norm:6	same_word_same_root:6	9:5:20|9:107:13|72:9:16|72:27:15|78:21:4|89:14:5	مَرْصَدٍ|إِرْصَادًۭا|رَّصَدًۭا|رَصَدًۭا|مِرْصَادًۭا|ٱلْمِرْصَادِ
ر ص ص	1	1	unique	ر ص ص	root_000567	ر ص ص	ر ص ص	source_root_norm	1	ر ص ص=>root_000567=>ر ص ص=>ر ص ص=>source_root_norm:1	same_word_same_root:1	61:4:11	مَرْصُوصٌ
ر ض ع	11	5	unique	ر ض ع	root_000568	ر ض ع	ر ض ع	source_root_norm	5	ر ض ع=>root_000568=>ر ض ع=>ر ض ع=>source_root_norm:5	same_word_same_root:5	4:23:21|22:2:5|22:2:7|28:12:4|65:6:26	أَرْضَعْنَكُمْ|مُرْضِعَةٍ|أَرْضَعَتْ|ٱلْمَرَاضِعَ|أَرْضَعْنَ
ر ض و	73	57	split	ر ض و	root_000569	ر ض و	ر ض و	source_root_norm	29	ر ض و=>root_000569=>ر ض و=>ر ض و=>source_root_norm:29|ر ض ي=>root_000570=>ر ض ي=>ر ض ي=>source_root_norm:28	same_word_root_diff:28|same_word_same_root:29	2:120:3|2:207:8|2:265:7|4:108:16|4:114:23|5:119:22|6:113:13|9:24:22	تَرْضَىٰ|مَرْضَاتِ|يَرْضَىٰ|رَضُوا|يَرْضَوْهُ|تَرْضَوْنَهَا|رَضُوا۟|تَرْضَوْا۟
ر ط ب	2	2	unique	ر ط ب	root_000571	ر ط ب	ر ط ب	source_root_norm	2	ر ط ب=>root_000571=>ر ط ب=>ر ط ب=>source_root_norm:2	same_word_same_root:2	6:59:31|19:25:9	رَطْبٍۢ|رُطَبًا
ر ع ب	5	5	unique	ر ع ب	root_000572	ر ع ب	ر ع ب	source_root_norm	5	ر ع ب=>root_000572=>ر ع ب=>ر ع ب=>source_root_norm:5	same_word_same_root:5	3:151:6|8:12:17|18:18:31|33:26:14|59:2:36	ٱلرُّعْبَ|رُعْبًا|ٱلرُّعْبَ
ر ع د	2	2	unique	ر ع د	root_000573	ر ع د	ر ع د	source_root_norm	2	ر ع د=>root_000573=>ر ع د=>ر ع د=>source_root_norm:2	same_word_same_root:2	2:19:9|13:13:3	رَعْدٌ|ٱلرَّعْدُ
ر ع ي	10	6	unique	ر ع ي	root_000574	ر ع ي	ر ع ي	source_root_norm	6	ر ع ي=>root_000574=>ر ع ي=>ر ع ي=>source_root_norm:6	same_word_same_root:6	20:54:3|23:8:8|28:23:26|57:27:37|70:32:8|87:4:4	ٱرْعَوْا۟|رَٰعُونَ|ٱلرِّعَآءُ|رَعَوْهَا|ٱلْمَرْعَىٰ
ر غ ب	8	6	unique	ر غ ب	root_000575	ر غ ب	ر غ ب	source_root_norm	6	ر غ ب=>root_000575=>ر غ ب=>ر غ ب=>source_root_norm:6	same_word_same_root:6	2:130:3|9:59:23|19:46:2|21:90:19|68:32:10|94:8:5	يَرْغَبُ|رَٰغِبُونَ|أَرَاغِبٌ|رَغَبًۭا|رَاغِبُونَ|ٱرْغَبْ
ر غ د	3	3	unique	ر غ د	root_000576	ر غ د	ر غ د	source_root_norm	3	ر غ د=>root_000576=>ر غ د=>ر غ د=>source_root_norm:3	same_word_same_root:3	2:35:13|2:58:12|16:112:11	رَغَدًا|رَغَدًۭا
ر غ م	1	1	unique	ر غ م	root_000577	ر غ م	ر غ م	source_root_norm	1	ر غ م=>root_000577=>ر غ م=>ر غ م=>source_root_norm:1	same_word_same_root:1	4:100:10	مُرَٰغَمًۭا
ر ف ت	2	1	unique	ر ف ت	root_000578	ر ف ت	ر ف ت	source_root_norm	1	ر ف ت=>root_000578=>ر ف ت=>ر ف ت=>source_root_norm:1	same_word_same_root:1	17:49:7	رُفَٰتًا
ر ف ث	2	2	unique	ر ف ث	root_000579	ر ف ث	ر ف ث	source_root_norm	2	ر ف ث=>root_000579=>ر ف ث=>ر ف ث=>source_root_norm:2	same_word_same_root:2	2:187:5|2:197:11	ٱلرَّفَثُ|رَفَثَ
ر ف د	2	2	unique	ر ف د	root_000580	ر ف د	ر ف د	source_root_norm	2	ر ف د=>root_000580=>ر ف د=>ر ف د=>source_root_norm:2	same_word_same_root:2	11:99:10|11:99:11	ٱلرِّفْدُ|ٱلْمَرْفُودُ
ر ف ر ف	1	1	unique	ر ف ر ف	root_000581	ر ف ر ف	ر ف ر ف	source_root_norm	1	ر ف ر ف=>root_000581=>ر ف ر ف=>ر ف ر ف=>source_root_norm:1	same_word_same_root:1	55:76:3	رَفْرَفٍ
ر ف ع	29	29	unique	ر ف ع	root_000582	ر ف ع	ر ف ع	source_root_norm	29	ر ف ع=>root_000582=>ر ف ع=>ر ف ع=>source_root_norm:29	same_word_same_root:29	2:63:6|2:93:6|2:127:3|2:253:12|3:55:9|4:154:2|4:158:2|6:83:8	رَفَعْنَا|يَرْفَعُ|رَفَعَ|رَافِعُكَ|رَّفَعَهُ|نَرْفَعُ|رَفَعْنَٰهُ|رَفَعْنَاهُ
ر ف ق	5	5	unique	ر ف ق	root_000583	ر ف ق	ر ف ق	source_root_norm	5	ر ف ق=>root_000583=>ر ف ق=>ر ف ق=>source_root_norm:5	same_word_same_root:5	4:69:25|5:6:15|18:16:23|18:29:41|18:31:32	رَفِيقًۭا|الْمَرَافِقِ|مِّرْفَقًۭا|مُرْتَفَقًا|مُرْتَفَقًۭا
ر ق ب	24	22	unique	ر ق ب	root_000584	ر ق ب	ر ق ب	source_root_norm	22	ر ق ب=>root_000584=>ر ق ب=>ر ق ب=>source_root_norm:22	same_word_same_root:22	2:177:44|4:1:34|4:92:18|4:92:40|4:92:57|5:89:29|5:117:27|9:60:15	ٱلرِّقَابِ|رَقِيبًۭا|رَقَبَةٍ|رَقَبَةٍۢ|ٱلرَّقِيبَ|ٱرْتَقِبُوٓا۟|رَقِيبٌۭ|تَرْقُبْ
ر ق د	2	2	unique	ر ق د	root_000585	ر ق د	ر ق د	source_root_norm	2	ر ق د=>root_000585=>ر ق د=>ر ق د=>source_root_norm:2	same_word_same_root:2	18:18:6|36:52:7	رُقُودٌ|مَّرْقَدِنَا
ر ق ق	1	1	unique	ر ق ق	root_000586	ر ق ق	ر ق ق	source_root_norm	1	ر ق ق=>root_000586=>ر ق ق=>ر ق ق=>source_root_norm:1	same_word_same_root:1	52:3:2	رَقٍّۢ
ر ق م	3	3	unique	ر ق م	root_000587	ر ق م	ر ق م	source_root_norm	3	ر ق م=>root_000587=>ر ق م=>ر ق م=>source_root_norm:3	same_word_same_root:3	18:9:7|83:9:2|83:20:2	ٱلرَّقِيمِ|مَرْقُومٌ|مَّرْقُومٌۭ
ر ق ي	4	3	unique	ر ق ي	root_000588	ر ق ي	ر ق ي	source_root_norm	3	ر ق ي=>root_000588=>ر ق ي=>ر ق ي=>source_root_norm:3	same_word_same_root:3	17:93:8|17:93:15|75:27:4	تَرْقَىٰ|رُقِيِّكَ|رَاقٍۢ
ر ك ب	15	15	unique	ر ك ب	root_000589	ر ك ب	ر ك ب	source_root_norm	15	ر ك ب=>root_000589=>ر ك ب=>ر ك ب=>source_root_norm:15	same_word_same_root:15	2:239:7|6:99:21|8:42:12|11:41:3|11:42:20|16:8:8|18:71:5|29:65:3	رُكْبَانًا|مُّتَرَاكِبًۭا|ٱلرَّكْبُ|ٱرْكَبُوا۟|ٱرْكَب|تَرْكَبُوهَا|رَكِبَا|رَكِبُوا۟
ر ك د	1	1	unique	ر ك د	root_000590	ر ك د	ر ك د	source_root_norm	1	ر ك د=>root_000590=>ر ك د=>ر ك د=>source_root_norm:1	same_word_same_root:1	42:33:7	رَوَاكِدَ
ر ك ز	1	1	unique	ر ك ز	root_000591	ر ك ز	ر ك ز	source_root_norm	1	ر ك ز=>root_000591=>ر ك ز=>ر ك ز=>source_root_norm:1	same_word_same_root:1	19:98:16	رِكْزًا
ر ك س	2	2	unique	ر ك س	root_000592	ر ك س	ر ك س	source_root_norm	2	ر ك س=>root_000592=>ر ك س=>ر ك س=>source_root_norm:2	same_word_same_root:2	4:88:9|4:91:14	أَرْكَسَهُمْ|أُرْكِسُوا۟
ر ك ض	3	1	unique	ر ك ض	root_000593	ر ك ض	ر ك ض	source_root_norm	1	ر ك ض=>root_000593=>ر ك ض=>ر ك ض=>source_root_norm:1	same_word_same_root:1	38:42:1	ٱرْكُضْ
ر ك ع	13	8	unique	ر ك ع	root_000594	ر ك ع	ر ك ع	source_root_norm	8	ر ك ع=>root_000594=>ر ك ع=>ر ك ع=>source_root_norm:8	same_word_same_root:8	2:43:10|2:125:30|3:43:11|5:55:17|9:112:5|22:26:21|38:24:40|48:29:13	ٱلرَّٰكِعِينَ|ٱلرُّكَّعِ|رَٰكِعُونَ|ٱلرَّٰكِعُونَ|رَاكِعًۭا|رُكَّعَاً
ر ك م	3	2	unique	ر ك م	root_000595	ر ك م	ر ك م	source_root_norm	2	ر ك م=>root_000595=>ر ك م=>ر ك م=>source_root_norm:2	same_word_same_root:2	24:43:12|52:44:10	رُكَامًا|مَّرْكُومٌۭ
ر ك ن	4	3	unique	ر ك ن	root_000596	ر ك ن	ر ك ن	source_root_norm	3	ر ك ن=>root_000596=>ر ك ن=>ر ك ن=>source_root_norm:3	same_word_same_root:3	11:80:11|17:74:7|51:39:4	رُكْنٍ|تَرْكَنُ|رُكْنِهِۦ
ر م ح	1	1	unique	ر م ح	root_000597	ر م ح	ر م ح	source_root_norm	1	ر م ح=>root_000597=>ر م ح=>ر م ح=>source_root_norm:1	same_word_same_root:1	5:94:15	رِمَاحُكُمْ
ر م د	1	1	unique	ر م د	root_000598	ر م د	ر م د	source_root_norm	1	ر م د=>root_000598=>ر م د=>ر م د=>source_root_norm:1	same_word_same_root:1	14:18:8	رَمَادٍ
ر م ز	1	1	unique	ر م ز	root_000599	ر م ز	ر م ز	source_root_norm	1	ر م ز=>root_000599=>ر م ز=>ر م ز=>source_root_norm:1	same_word_same_root:1	3:41:14	رَمْزًۭا
ر م م	2	2	unique	ر م م	root_000601	ر م م	ر م م	source_root_norm	2	ر م م=>root_000601=>ر م م=>ر م م=>source_root_norm:2	same_word_same_root:2	36:78:14|51:42:10	رَمِيمٌۭ|ٱلرَّمِيمِ
ر م ن	3	3	unique	ر م ن	root_000602	ر م ن	ر م ن	source_root_norm	3	ر م ن=>root_000602=>ر م ن=>ر م ن=>source_root_norm:3	same_word_same_root:3	6:99:36|6:141:19|55:68:6	ٱلرُّمَّانَ|رُمَّانٌۭ
ر م ي	9	6	unique	ر م ي	root_000603	ر م ي	ر م ي	source_root_norm	6	ر م ي=>root_000603=>ر م ي=>ر م ي=>source_root_norm:6	same_word_same_root:6	4:112:8|8:17:10|8:17:12|8:17:16|77:32:2|105:4:1	يَرْمِ|رَمَيْتَ|رَمَىٰ|تَرْمِى|تَرْمِيهِم
ر ه ب	12	7	unique	ر ه ب	root_000604	ر ه ب	ر ه ب	source_root_norm	7	ر ه ب=>root_000604=>ر ه ب=>ر ه ب=>source_root_norm:7	same_word_same_root:7	5:82:30|7:116:10|9:34:10|21:90:21|28:32:15|57:27:26|59:13:4	رُهْبَانًۭا|ٱسْتَرْهَبُوهُمْ|ٱلرُّهْبَانِ|رَهَبًۭا|ٱلرَّهْبِ|رَهْبَانِيَّةً|رَهْبَةً
ر ه ط	3	3	unique	ر ه ط	root_000605	ر ه ط	ر ه ط	source_root_norm	3	ر ه ط=>root_000605=>ر ه ط=>ر ه ط=>source_root_norm:3	same_word_same_root:3	11:91:17|11:92:4|27:48:6	رَهْطُكَ|أَرَهْطِي|رَهْطٍۢ
ر ه ق	10	3	unique	ر ه ق	root_000606	ر ه ق	ر ه ق	source_root_norm	3	ر ه ق=>root_000606=>ر ه ق=>ر ه ق=>source_root_norm:3	same_word_same_root:3	10:26:9|72:6:14|72:13:19	يَرْهَقُ|رَهَقًۭا
ر ه ن	3	2	unique	ر ه ن	root_000607	ر ه ن	ر ه ن	source_root_norm	2	ر ه ن=>root_000607=>ر ه ن=>ر ه ن=>source_root_norm:2	same_word_same_root:2	52:21:25|74:38:6	رَهِينٌ|رَهِينَةٌ
ر ه و	1	1	unique	ر ه و	root_000608	ر ه و	ر ه و	source_root_norm	1	ر ه و=>root_000608=>ر ه و=>ر ه و=>source_root_norm:1	same_word_same_root:1	44:24:4	رَهْوًا
ر و ح	57	47	unique	ر و ح	root_000609	ر و ح	ر و ح	source_root_norm	47	ر و ح=>root_000609=>ر و ح=>ر و ح=>source_root_norm:47	same_word_same_root:47	2:87:22|2:253:24|3:117:10|4:171:28|5:110:17|8:46:13|10:22:18|10:22:24	رُوحِ|رِيحٍۢ|رُوحٌ|رِيحُكُمْ|رِيحٍ|رِيحٌ|رَوْحِ|رِيحَ
ر و د	148	108	split	ر و د	root_000610	ر و د	ر و د	source_root_norm	104	ر و د=>root_000610=>ر و د=>ر و د=>source_root_norm:104|ر د د=>root_000555=>ر د د=>ر د د=>source_root_norm:4	same_word_root_diff:4|same_word_same_root:104	2:26:30|2:185:35|2:185:42|2:228:36|2:233:9|2:233:45|2:233:58|2:253:62	أَرَادَ|يُرِيدُ|أَرَادُوا|أَرَادَا|أَرَدتُّمْ|أَرَدْتُمُ|أَرَدْنَآ|أُرِيدُ
ر و ض	2	2	unique	ر و ض	root_000611	ر و ض	ر و ض	source_root_norm	2	ر و ض=>root_000611=>ر و ض=>ر و ض=>source_root_norm:2	same_word_same_root:2	30:15:11|42:22:18	رَوْضَةٍۢ|رَوْضَاتِ
ر و ع	1	1	unique	ر و ع	root_000612	ر و ع	ر و ع	source_root_norm	1	ر و ع=>root_000612=>ر و ع=>ر و ع=>source_root_norm:1	same_word_same_root:1	11:74:6	ٱلرَّوْعُ
ر و غ	3	3	unique	ر و غ	root_000613	ر و غ	ر و غ	source_root_norm	3	ر و غ=>root_000613=>ر و غ=>ر و غ=>source_root_norm:3	same_word_same_root:3	37:91:2|37:93:2|51:26:2	رَاغَ
ر ي ب	36	34	unique	ر ي ب	root_000616	ر ي ب	ر ي ب	source_root_norm	34	ر ي ب=>root_000616=>ر ي ب=>ر ي ب=>source_root_norm:34	same_word_same_root:34	2:2:4|2:23:5|3:9:8|3:25:8|4:87:12|5:106:39|6:12:22|9:45:12	رَيْبَ|رَيْبٍ|ٱرْتَبْتُمْ|ٱرْتَابَتْ|رَيْبِهِمْ|رِيبَةًۭ|مُرِيبٍ|ارْتَابُوا
ر ي ش	1	1	unique	ر ي ش	root_000617	ر ي ش	ر ي ش	source_root_norm	1	ر ي ش=>root_000617=>ر ي ش=>ر ي ش=>source_root_norm:1	same_word_same_root:1	7:26:11	رِيشًۭا
ر ي ع	1	1	unique	ر ي ع	root_000618	ر ي ع	ر ي ع	source_root_norm	1	ر ي ع=>root_000618=>ر ي ع=>ر ي ع=>source_root_norm:1	same_word_same_root:1	26:128:4	رِيعٍ
ر ي ن	1	1	unique	ر ي ن	root_000619	ر ي ن	ر ي ن	source_root_norm	1	ر ي ن=>root_000619=>ر ي ن=>ر ي ن=>source_root_norm:1	same_word_same_root:1	83:14:3	رَانَ
ز ب د	3	3	unique	ز ب د	root_000620	ز ب د	ز ب د	source_root_norm	3	ز ب د=>root_000620=>ز ب د=>ز ب د=>source_root_norm:3	same_word_same_root:3	13:17:13|13:17:25|13:17:36	زَبَدًۭا|زَبَدٌۭ|ٱلزَّبَدُ
ز ب ر	11	11	unique	ز ب ر	root_000621	ز ب ر	ز ب ر	source_root_norm	11	ز ب ر=>root_000621=>ز ب ر=>ز ب ر=>source_root_norm:11	same_word_same_root:11	3:184:14|4:163:38|16:44:4|17:55:19|18:96:2|21:105:6|23:53:5|26:196:5	الزُّبُرِ|زَبُورًا|ٱلزُّبُرِ|زَبُورًۭا|زُبَرَ|ٱلزَّبُورِ|زُبُرًا|زُبُرِ
ز ب ن	1	0	no_frozen_rooted_surface_match						0				
ز ج ج	2	1	unique	ز ج ج	root_000623	ز ج ج	ز ج ج	source_root_norm	1	ز ج ج=>root_000623=>ز ج ج=>ز ج ج=>source_root_norm:1	same_word_same_root:1	24:35:14	زُجَاجَةٍ
